link_id,percent_valid,hours_with_data,hours_valid,hours_dropped,percent_valid_hours,days_covered
s_1153-1151,100.0,96,96,0,100.0,4
s_1155-11444,100.0,96,96,0,100.0,4
s_1155-11445,100.0,96,96,0,100.0,4
s_1155-1157,100.0,96,96,0,100.0,4
s_1157-1155,100.0,96,96,0,100.0,4
s_1157-1159,100.0,96,96,0,100.0,4
s_1159-1157,100.0,96,96,0,100.0,4
s_1159-1161,100.0,96,96,0,100.0,4
s_1159-3019,100.0,96,96,0,100.0,4
s_1161-1159,100.0,96,96,0,100.0,4
s_1161-1471,100.0,96,96,0,100.0,4
s_1161-9326,100.0,96,96,0,100.0,4
s_11611-11612,100.0,96,96,0,100.0,4
s_11611-7116,100.0,96,96,0,100.0,4
s_11611-7256,100.0,96,96,0,100.0,4
s_11612-11611,100.0,96,96,0,100.0,4
s_1165-1115,100.0,96,96,0,100.0,4
s_1165-4142,100.0,96,96,0,100.0,4
s_11731-2603,100.0,96,96,0,100.0,4
s_11731-941,100.0,96,96,0,100.0,4
s_11739-10706,100.0,96,96,0,100.0,4
s_11773-11422,100.0,96,96,0,100.0,4
s_11773-11423,100.0,96,96,0,100.0,4
s_1187-1197,100.0,96,96,0,100.0,4
s_1187-1199,100.0,96,96,0,100.0,4
s_1189-11416,100.0,96,96,0,100.0,4
s_11894-149,100.0,96,96,0,100.0,4
s_11894-1955,100.0,96,96,0,100.0,4
s_119-105,100.0,96,96,0,100.0,4
s_119-10958,100.0,96,96,0,100.0,4
s_119-3856,100.0,96,96,0,100.0,4
s_1191-10523,100.0,96,96,0,100.0,4
s_1191-381,100.0,96,96,0,100.0,4
s_1191-9387,100.0,96,96,0,100.0,4
s_1195-11428,100.0,96,96,0,100.0,4
s_1195-9306,100.0,96,96,0,100.0,4
s_1195-9387,100.0,96,96,0,100.0,4
s_1195-9688,100.0,96,96,0,100.0,4
s_11952-10613,100.0,96,96,0,100.0,4
s_11952-7180,100.0,96,96,0,100.0,4
s_1197-1187,100.0,96,96,0,100.0,4
s_1197-9688,100.0,96,96,0,100.0,4
s_11981-10066,100.0,96,96,0,100.0,4
s_11981-4205,100.0,96,96,0,100.0,4
s_11982-4035,100.0,96,96,0,100.0,4
s_11982-97,100.0,96,96,0,100.0,4
s_11983-3403,100.0,96,96,0,100.0,4
s_11983-9736,100.0,96,96,0,100.0,4
s_11984-12128,100.0,96,96,0,100.0,4
s_11985-11300,100.0,96,96,0,100.0,4
s_11986-11044,100.0,96,96,0,100.0,4
s_11987-7092,100.0,96,96,0,100.0,4
s_11988-11989,100.0,96,96,0,100.0,4
s_11988-9702,100.0,96,96,0,100.0,4
s_11989-11988,100.0,96,96,0,100.0,4
s_11989-11990,100.0,96,96,0,100.0,4
s_1199-1187,100.0,96,96,0,100.0,4
s_1199-20000,100.0,96,96,0,100.0,4
s_11990-11989,100.0,96,96,0,100.0,4
s_11990-11991,100.0,96,96,0,100.0,4
s_11991-11990,100.0,96,96,0,100.0,4
s_11991-11992,100.0,96,96,0,100.0,4
s_11992-11991,100.0,96,96,0,100.0,4
s_11993-11225,100.0,96,96,0,100.0,4
s_11993-12347,100.0,96,96,0,100.0,4
s_11995-10319,100.0,96,96,0,100.0,4
s_11996-2141,100.0,96,96,0,100.0,4
s_11998-2157,100.0,96,96,0,100.0,4
s_11998-4181,100.0,96,96,0,100.0,4
s_1201-10612,100.0,96,96,0,100.0,4
s_1201-12129,100.0,96,96,0,100.0,4
s_1201-12188,100.0,96,96,0,100.0,4
s_1201-1345,100.0,96,96,0,100.0,4
s_1203-12129,100.0,96,96,0,100.0,4
s_1203-3840,100.0,96,96,0,100.0,4
s_1203-8009,100.0,96,96,0,100.0,4
s_1203-9999,100.0,96,96,0,100.0,4
s_1205-1207,100.0,96,96,0,100.0,4
s_1205-4143,100.0,96,96,0,100.0,4
s_1205-9999,100.0,96,96,0,100.0,4
s_12067-11446,100.0,96,96,0,100.0,4
s_12067-1397,100.0,96,96,0,100.0,4
s_12067-1399,100.0,96,96,0,100.0,4
s_1207-10612,100.0,96,96,0,100.0,4
s_1207-11435,100.0,96,96,0,100.0,4
s_1207-1205,100.0,96,96,0,100.0,4
s_12071-12072,100.0,96,96,0,100.0,4
s_12071-2183,100.0,96,96,0,100.0,4
s_12071-4226,100.0,96,96,0,100.0,4
s_12072-12071,100.0,96,96,0,100.0,4
s_12082-7199,100.0,96,96,0,100.0,4
s_12082-7260,100.0,96,96,0,100.0,4
s_1209-10179,100.0,96,96,0,100.0,4
s_1209-10612,100.0,96,96,0,100.0,4
s_1209-1211,100.0,96,96,0,100.0,4
s_1209-1375,100.0,96,96,0,100.0,4
s_12095-1355,100.0,96,96,0,100.0,4
s_12095-1379,100.0,96,96,0,100.0,4
s_12095-4055,100.0,96,96,0,100.0,4
s_12097-10808,100.0,96,96,0,100.0,4
s_12097-1357,100.0,96,96,0,100.0,4
s_12099-4196,100.0,96,96,0,100.0,4
s_12099-9073,100.0,96,96,0,100.0,4
s_12100-10697,100.0,96,96,0,100.0,4
s_12100-10888,100.0,96,96,0,100.0,4
s_12100-287,100.0,96,96,0,100.0,4
s_12106-12107,100.0,96,96,0,100.0,4
s_12106-1707,100.0,96,96,0,100.0,4
s_12107-12106,100.0,96,96,0,100.0,4
s_12107-1711,100.0,96,96,0,100.0,4
s_1211-1209,100.0,96,96,0,100.0,4
s_1211-1213,100.0,96,96,0,100.0,4
s_1211-3720,100.0,96,96,0,100.0,4
s_12110-12240,100.0,96,96,0,100.0,4
s_12110-7024,100.0,96,96,0,100.0,4
s_12111-10555,100.0,96,96,0,100.0,4
s_12114-10266,100.0,96,96,0,100.0,4
s_12117-10173,100.0,96,96,0,100.0,4
s_12117-10246,100.0,96,96,0,100.0,4
s_12117-67,100.0,96,96,0,100.0,4
s_12119-13,100.0,96,96,0,100.0,4
s_12119-3993,100.0,96,96,0,100.0,4
s_12119-4067,100.0,96,96,0,100.0,4
s_12120-12121,100.0,96,96,0,100.0,4
s_12120-7091,100.0,96,96,0,100.0,4
s_12121-12120,100.0,96,96,0,100.0,4
s_12121-12122,100.0,96,96,0,100.0,4
s_12122-12121,100.0,96,96,0,100.0,4
s_12122-12123,100.0,96,96,0,100.0,4
s_12123-12122,100.0,96,96,0,100.0,4
s_12123-12124,100.0,96,96,0,100.0,4
s_12123-12241,100.0,96,96,0,100.0,4
s_12124-12123,100.0,96,96,0,100.0,4
s_12124-12125,100.0,96,96,0,100.0,4
s_12125-10793,100.0,96,96,0,100.0,4
s_12125-12124,100.0,96,96,0,100.0,4
s_12126-12127,100.0,96,96,0,100.0,4
s_12126-7067,100.0,96,96,0,100.0,4
s_12127-12126,100.0,96,96,0,100.0,4
s_12127-12128,100.0,96,96,0,100.0,4
s_12128-11984,100.0,96,96,0,100.0,4
s_12128-12127,100.0,96,96,0,100.0,4
s_12129-1201,100.0,96,96,0,100.0,4
s_12129-1203,100.0,96,96,0,100.0,4
s_12129-12188,100.0,96,96,0,100.0,4
s_1213-1211,100.0,96,96,0,100.0,4
s_1213-9254,100.0,96,96,0,100.0,4
s_1213-9334,100.0,96,96,0,100.0,4
s_12130-10028,100.0,96,96,0,100.0,4
s_12130-667,100.0,96,96,0,100.0,4
s_12131-11231,100.0,96,96,0,100.0,4
s_12131-11288,100.0,96,96,0,100.0,4
s_12132-749,100.0,77,77,0,100.0,4
s_12132-9128,100.0,96,96,0,100.0,4
s_12134-12135,100.0,96,96,0,100.0,4
s_12134-9427,100.0,96,96,0,100.0,4
s_12135-10550,100.0,96,96,0,100.0,4
s_12135-12134,100.0,96,96,0,100.0,4
s_12136-10233,100.0,96,96,0,100.0,4
s_12136-8024,100.0,77,77,0,100.0,4
s_12139-1109,100.0,96,96,0,100.0,4
s_12139-7219,100.0,96,96,0,100.0,4
s_1215-3588,100.0,96,96,0,100.0,4
s_1215-9254,100.0,96,96,0,100.0,4
s_12162-12166,100.0,96,96,0,100.0,4
s_12162-3660,100.0,96,96,0,100.0,4
s_12162-4048,100.0,96,96,0,100.0,4
s_12166-12162,100.0,96,96,0,100.0,4
s_12166-1247,100.0,96,96,0,100.0,4
s_12166-3933,100.0,96,96,0,100.0,4
s_1217-1219,100.0,96,96,0,100.0,4
s_1217-3588,100.0,96,96,0,100.0,4
s_12185-10616,100.0,96,96,0,100.0,4
s_12185-459,100.0,96,96,0,100.0,4
s_12185-468,100.0,96,96,0,100.0,4
s_12188-10488,100.0,96,96,0,100.0,4
s_12188-1201,100.0,96,96,0,100.0,4
s_12188-12129,100.0,96,96,0,100.0,4
s_1219-11438,100.0,96,96,0,100.0,4
s_1219-1217,100.0,96,96,0,100.0,4
s_1219-1227,100.0,96,96,0,100.0,4
s_12236-105,100.0,96,96,0,100.0,4
s_12236-99,100.0,96,96,0,100.0,4
s_12239-1079,100.0,96,96,0,100.0,4
s_12239-367,100.0,96,96,0,100.0,4
s_12240-12110,100.0,96,96,0,100.0,4
s_12241-12123,100.0,96,96,0,100.0,4
s_12241-12242,100.0,96,96,0,100.0,4
s_12242-12241,100.0,96,96,0,100.0,4
s_12242-12244,100.0,96,96,0,100.0,4
s_12244-10058,100.0,96,96,0,100.0,4
s_12244-12242,100.0,96,96,0,100.0,4
s_12244-39,100.0,96,96,0,100.0,4
s_12245-11379,100.0,96,96,0,100.0,4
s_12245-2057,100.0,96,96,0,100.0,4
s_1227-1219,100.0,96,96,0,100.0,4
s_1227-1229,100.0,96,96,0,100.0,4
s_1227-3772,100.0,96,96,0,100.0,4
s_12285-4064,100.0,96,96,0,100.0,4
s_12285-9158,100.0,96,96,0,100.0,4
s_1229-10525,100.0,96,96,0,100.0,4
s_1229-1227,100.0,96,96,0,100.0,4
s_1229-1391,100.0,96,96,0,100.0,4
s_12291-3993,100.0,96,96,0,100.0,4
s_12291-4193,100.0,96,96,0,100.0,4
s_12291-4194,100.0,96,96,0,100.0,4
s_1233-3933,100.0,96,96,0,100.0,4
s_1233-4052,100.0,96,96,0,100.0,4
s_12341-311,100.0,96,96,0,100.0,4
s_12341-873,100.0,96,96,0,100.0,4
s_12346-12347,100.0,96,96,0,100.0,4
s_12346-3692,100.0,96,96,0,100.0,4
s_12346-9674,100.0,96,96,0,100.0,4
s_12347-11993,100.0,96,96,0,100.0,4
s_12347-12346,100.0,96,96,0,100.0,4
s_12351-10957,100.0,96,96,0,100.0,4
s_12351-2055,100.0,96,96,0,100.0,4
s_12353-1779,100.0,96,96,0,100.0,4
s_12353-1783,100.0,96,96,0,100.0,4
s_12353-1811,100.0,96,96,0,100.0,4
s_12354-3498,100.0,96,96,0,100.0,4
s_12354-3919,100.0,96,96,0,100.0,4
s_12354-9616,100.0,96,96,0,100.0,4
s_12355-1801,100.0,96,96,0,100.0,4
s_12355-565,100.0,96,96,0,100.0,4
s_12355-573,100.0,96,96,0,100.0,4
s_12356-7046,100.0,96,96,0,100.0,4
s_12356-7190,100.0,96,96,0,100.0,4
s_12420-3017,100.0,96,96,0,100.0,4
s_12420-3019,100.0,96,96,0,100.0,4
s_12423-4188,100.0,96,96,0,100.0,4
s_12423-4219,100.0,96,96,0,100.0,4
s_12430-639,100.0,96,96,0,100.0,4
s_12431-1933,100.0,96,96,0,100.0,4
s_1247-10616,100.0,96,96,0,100.0,4
s_1247-12166,100.0,96,96,0,100.0,4
s_1247-1257,100.0,96,96,0,100.0,4
s_1247-9410,100.0,96,96,0,100.0,4
s_125-10958,100.0,96,96,0,100.0,4
s_125-131,100.0,96,96,0,100.0,4
s_125-693,100.0,96,96,0,100.0,4
s_12539-4054,100.0,96,96,0,100.0,4
s_12539-749,100.0,78,78,0,100.0,4
s_1255-11451,100.0,96,96,0,100.0,4
s_1255-1257,100.0,96,96,0,100.0,4
s_1257-1247,100.0,96,96,0,100.0,4
s_1257-1255,100.0,96,96,0,100.0,4
s_1257-1461,100.0,96,96,0,100.0,4
s_1261-1265,100.0,96,96,0,100.0,4
s_1261-8070,100.0,96,96,0,100.0,4
s_12612-7083,100.0,96,96,0,100.0,4
s_12612-7085,100.0,96,96,0,100.0,4
s_12613-12614,100.0,96,96,0,100.0,4
s_12613-9478,100.0,96,96,0,100.0,4
s_12614-1127,100.0,96,96,0,100.0,4
s_12614-12613,100.0,96,96,0,100.0,4
s_12614-30000,100.0,96,96,0,100.0,4
s_12616-401,100.0,96,96,0,100.0,4
s_12616-5894,100.0,96,96,0,100.0,4
s_12619-1095,100.0,96,96,0,100.0,4
s_12619-1983,100.0,96,96,0,100.0,4
s_1265-1261,100.0,96,96,0,100.0,4
s_1265-1273,100.0,96,96,0,100.0,4
s_1265-2271,100.0,96,96,0,100.0,4
s_1273-1265,100.0,96,96,0,100.0,4
s_1273-1277,100.0,96,96,0,100.0,4
s_1273-2273,100.0,96,96,0,100.0,4
s_1277-1273,100.0,96,96,0,100.0,4
s_1277-1283,100.0,96,96,0,100.0,4
s_1277-2247,100.0,96,96,0,100.0,4
s_1283-1277,100.0,96,96,0,100.0,4
s_1283-1285,100.0,96,96,0,100.0,4
s_1285-1283,100.0,96,96,0,100.0,4
s_1285-1287,100.0,96,96,0,100.0,4
s_1285-1573,100.0,96,96,0,100.0,4
s_1287-1285,100.0,96,96,0,100.0,4
s_1287-1595,100.0,96,96,0,100.0,4
s_1287-4102,100.0,96,96,0,100.0,4
s_13-11,100.0,96,96,0,100.0,4
s_13-12119,100.0,96,96,0,100.0,4
s_13-747,100.0,96,96,0,100.0,4
s_13-749,100.0,77,77,0,100.0,4
s_1301-11218,100.0,96,96,0,100.0,4
s_1301-1317,100.0,96,96,0,100.0,4
s_1301-1329,100.0,96,96,0,100.0,4
s_131-10264,100.0,96,96,0,100.0,4
s_131-125,100.0,96,96,0,100.0,4
s_131-135,100.0,96,96,0,100.0,4
s_1317-10582,100.0,96,96,0,100.0,4
s_1317-1301,100.0,96,96,0,100.0,4
s_1321-11430,100.0,96,96,0,100.0,4
s_1321-4002,100.0,96,96,0,100.0,4
s_1321-4039,100.0,95,95,0,100.0,4
s_1329-10807,100.0,96,96,0,100.0,4
s_1329-1301,100.0,96,96,0,100.0,4
s_1337-11218,100.0,96,96,0,100.0,4
s_1337-3698,100.0,96,96,0,100.0,4
s_1339-1341,100.0,96,96,0,100.0,4
s_1339-3698,100.0,96,96,0,100.0,4
s_1339-4212,100.0,96,96,0,100.0,4
s_1341-1339,100.0,96,96,0,100.0,4
s_1341-1343,100.0,96,96,0,100.0,4
s_1341-20000,100.0,96,96,0,100.0,4
s_1343-1341,100.0,96,96,0,100.0,4
s_1343-1345,100.0,96,96,0,100.0,4
s_1345-1201,100.0,96,96,0,100.0,4
s_1345-1343,100.0,96,96,0,100.0,4
s_135-131,100.0,96,96,0,100.0,4
s_135-4184,100.0,96,96,0,100.0,4
s_135-619,100.0,96,96,0,100.0,4
s_1355-12095,100.0,96,96,0,100.0,4
s_1355-3768,100.0,96,96,0,100.0,4
s_1355-4057,100.0,96,96,0,100.0,4
s_1355-4129,100.0,96,96,0,100.0,4
s_1357-12097,100.0,96,96,0,100.0,4
s_1357-1359,100.0,96,96,0,100.0,4
s_1357-9039,100.0,96,96,0,100.0,4
s_1359-1357,100.0,96,96,0,100.0,4
s_1359-3770,100.0,96,96,0,100.0,4
s_1365-2311,100.0,96,96,0,100.0,4
s_1365-3411,100.0,96,96,0,100.0,4
s_1365-8079,100.0,96,96,0,100.0,4
s_1369-8079,100.0,96,96,0,100.0,4
s_1373-10179,100.0,92,92,0,100.0,4
s_1373-10607,100.0,96,96,0,100.0,4
s_1373-3720,100.0,96,96,0,100.0,4
s_1373-9736,100.0,96,96,0,100.0,4
s_1375-1209,100.0,96,96,0,100.0,4
s_1375-1377,100.0,96,96,0,100.0,4
s_1377-1375,100.0,96,96,0,100.0,4
s_1377-1379,100.0,96,96,0,100.0,4
s_1379-12095,100.0,96,96,0,100.0,4
s_1379-1377,100.0,96,96,0,100.0,4
s_1391-1229,100.0,96,96,0,100.0,4
s_1391-4050,100.0,96,96,0,100.0,4
s_1395-1399,100.0,96,96,0,100.0,4
s_1395-9461,100.0,96,96,0,100.0,4
s_1397-12067,100.0,96,96,0,100.0,4
s_1397-1401,100.0,96,96,0,100.0,4
s_1399-12067,100.0,96,96,0,100.0,4
s_1399-1395,100.0,96,96,0,100.0,4
s_1399-8080,100.0,96,96,0,100.0,4
s_1401-1397,100.0,96,96,0,100.0,4
s_1401-3694,100.0,96,96,0,100.0,4
s_1405-11447,100.0,96,96,0,100.0,4
s_1405-3694,100.0,96,96,0,100.0,4
s_1405-9326,100.0,96,96,0,100.0,4
s_1407-1409,100.0,96,96,0,100.0,4
s_1407-3019,100.0,96,96,0,100.0,4
s_1407-4183,100.0,96,96,0,100.0,4
s_1409-1407,100.0,96,96,0,100.0,4
s_1409-1419,100.0,96,96,0,100.0,4
s_1409-1601,100.0,96,96,0,100.0,4
s_1419-1409,100.0,96,96,0,100.0,4
s_1419-1421,100.0,96,96,0,100.0,4
s_1419-1653,100.0,96,96,0,100.0,4
s_1421-1419,100.0,96,96,0,100.0,4
s_1421-1425,100.0,96,96,0,100.0,4
s_1421-1675,100.0,96,96,0,100.0,4
s_1425-1421,100.0,96,96,0,100.0,4
s_1425-1427,100.0,96,96,0,100.0,4
s_1425-2771,100.0,96,96,0,100.0,4
s_1427-1425,100.0,96,96,0,100.0,4
s_1427-1433,100.0,96,96,0,100.0,4
s_1427-2329,100.0,96,96,0,100.0,4
s_1433-1427,100.0,96,96,0,100.0,4
s_1433-1661,100.0,96,96,0,100.0,4
s_1433-1701,100.0,96,96,0,100.0,4
s_1445-3780,100.0,96,96,0,100.0,4
s_1445-9410,100.0,96,96,0,100.0,4
s_1447-1449,100.0,96,96,0,100.0,4
s_1447-3552,100.0,96,96,0,100.0,4
s_1447-3780,100.0,96,96,0,100.0,4
s_1449-11307,100.0,96,96,0,100.0,4
s_1449-11449,100.0,96,96,0,100.0,4
s_1449-1447,100.0,96,96,0,100.0,4
s_1461-11347,100.0,96,96,0,100.0,4
s_1461-1257,100.0,96,96,0,100.0,4
s_1461-1463,100.0,96,96,0,100.0,4
s_1463-1461,100.0,96,96,0,100.0,4
s_1463-1471,100.0,96,96,0,100.0,4
s_1463-2377,100.0,74,74,0,100.0,4
s_1471-1161,100.0,96,96,0,100.0,4
s_1471-1463,100.0,96,96,0,100.0,4
s_1471-1473,100.0,96,96,0,100.0,4
s_1473-1471,100.0,96,96,0,100.0,4
s_1473-2375,100.0,96,96,0,100.0,4
s_1473-8073,100.0,96,96,0,100.0,4
s_1487-11348,100.0,96,96,0,100.0,4
s_1487-11349,100.0,96,96,0,100.0,4
s_149-11894,100.0,96,96,0,100.0,4
s_149-153,100.0,96,96,0,100.0,4
s_149-4225,100.0,96,96,0,100.0,4
s_1505-1516,100.0,96,96,0,100.0,4
s_1505-649,100.0,96,96,0,100.0,4
s_1505-653,100.0,96,96,0,100.0,4
s_1516-1505,100.0,96,96,0,100.0,4
s_1516-483,100.0,96,96,0,100.0,4
s_1527-549,100.0,96,96,0,100.0,4
s_1527-7116,100.0,96,96,0,100.0,4
s_153-149,100.0,96,96,0,100.0,4
s_153-161,100.0,96,96,0,100.0,4
s_153-639,100.0,96,96,0,100.0,4
s_153-857,100.0,96,96,0,100.0,4
s_1573-1285,100.0,96,96,0,100.0,4
s_1573-1587,100.0,96,96,0,100.0,4
s_1587-1573,100.0,96,96,0,100.0,4
s_1587-1593,100.0,96,96,0,100.0,4
s_1587-1663,100.0,96,96,0,100.0,4
s_1589-1592,100.0,96,96,0,100.0,4
s_1589-2247,100.0,96,96,0,100.0,4
s_1589-5655,100.0,96,96,0,100.0,4
s_1592-1589,100.0,96,96,0,100.0,4
s_1592-1595,100.0,96,96,0,100.0,4
s_1593-11350,100.0,96,96,0,100.0,4
s_1593-1587,100.0,96,96,0,100.0,4
s_1593-2311,100.0,96,96,0,100.0,4
s_1595-1287,100.0,96,96,0,100.0,4
s_1595-1592,100.0,96,96,0,100.0,4
s_1601-11351,100.0,96,96,0,100.0,4
s_1601-1409,100.0,96,96,0,100.0,4
s_1601-3018,100.0,96,96,0,100.0,4
s_161-153,100.0,96,96,0,100.0,4
s_161-17,100.0,96,96,0,100.0,4
s_161-1987,100.0,43,43,0,100.0,2
s_1617-1619,100.0,96,96,0,100.0,4
s_1617-4183,100.0,96,96,0,100.0,4
s_1619-1617,100.0,96,96,0,100.0,4
s_1619-1621,100.0,96,96,0,100.0,4
s_1621-10579,100.0,96,96,0,100.0,4
s_1621-1619,100.0,96,96,0,100.0,4
s_1621-1629,100.0,96,96,0,100.0,4
s_1629-1621,100.0,96,96,0,100.0,4
s_1629-1631,100.0,96,96,0,100.0,4
s_1629-2375,100.0,96,96,0,100.0,4
s_1631-1629,100.0,96,96,0,100.0,4
s_1631-2435,100.0,96,96,0,100.0,4
s_1631-8072,100.0,96,96,0,100.0,4
s_1635-11352,100.0,96,96,0,100.0,4
s_1635-3415,100.0,96,96,0,100.0,4
s_1635-8072,100.0,96,96,0,100.0,4
s_1643-11352,100.0,96,96,0,100.0,4
s_1653-10579,100.0,96,96,0,100.0,4
s_1653-1419,100.0,96,96,0,100.0,4
s_1653-1655,100.0,96,96,0,100.0,4
s_1655-1653,100.0,96,96,0,100.0,4
s_1655-1659,100.0,96,96,0,100.0,4
s_1655-2769,100.0,96,96,0,100.0,4
s_1659-1655,100.0,96,96,0,100.0,4
s_1659-1661,100.0,96,96,0,100.0,4
s_1659-2445,100.0,96,96,0,100.0,4
s_1661-1433,100.0,96,96,0,100.0,4
s_1661-1659,100.0,96,96,0,100.0,4
s_1661-1707,100.0,96,96,0,100.0,4
s_1663-1587,100.0,96,96,0,100.0,4
s_1663-1671,100.0,96,96,0,100.0,4
s_1663-1689,100.0,96,96,0,100.0,4
s_1671-1663,100.0,96,96,0,100.0,4
s_1671-1675,100.0,96,96,0,100.0,4
s_1671-1689,100.0,96,96,0,100.0,4
s_1675-1421,100.0,96,96,0,100.0,4
s_1675-1671,100.0,96,96,0,100.0,4
s_1675-2329,100.0,96,96,0,100.0,4
s_1689-1663,100.0,96,96,0,100.0,4
s_1689-1671,100.0,96,96,0,100.0,4
s_1689-1701,100.0,96,96,0,100.0,4
s_17-161,100.0,96,96,0,100.0,4
s_17-19,100.0,96,96,0,100.0,4
s_17-4189,100.0,96,96,0,100.0,4
s_17-9187,100.0,96,96,0,100.0,4
s_1701-1433,100.0,96,96,0,100.0,4
s_1701-1689,100.0,96,96,0,100.0,4
s_1701-2329,100.0,96,96,0,100.0,4
s_1707-12106,100.0,96,96,0,100.0,4
s_1707-1661,100.0,96,96,0,100.0,4
s_1707-2445,100.0,96,96,0,100.0,4
s_1711-12107,100.0,96,96,0,100.0,4
s_1711-1713,100.0,96,96,0,100.0,4
s_1711-2445,100.0,96,96,0,100.0,4
s_1713-11353,100.0,96,96,0,100.0,4
